player_id,full_name,first_name,last_name,position,team,team_abbr,fantasy_positions,active,status,age,height,weight,college,years_exp,injury_status,injury_notes,injury_body_part,practice_description,practice_participation,birth_city,birth_state,birth_country,birth_date,team_changed_at,news_updated,yahoo_id,opta_id,pandascore_id,number,rotoworld_id,sportradar_id,search_rank,search_full_name,competitions,metadata,sport,search_last_name,fantasy_data_id,oddsjam_id,high_school,depth_chart_order,hashtag,depth_chart_position,gsis_id,espn_id,search_first_name,rotowire_id,swish_id,stats_id,injury_start_date,full_name_clean
3758,A.J. Hendy,A.J.,Hendy,SS,,,['DB'],False,Inactive,28.0,72,208.0,Maryland,6.0,,,,,,,,,1993-04-08,,1564843557040.0,29829.0,,,45.0,,9f1e4e06-a9b9-4d69-be4c-91e9841dbc44,9999999.0,ajhendy,[],,nfl,hendy,18570.0,,Bowie (MD),,#ajhendy-NFL-FA-45,,00-0032620,2577076.0,aj,11593.0,,,,a.j. hendy
7074,A.J. Hines,A.J.,Hines,RB,,,['RB'],False,Inactive,,"5'11""",237.0,Duquesne,0.0,,,,,,,,,,,,,,,,,,9999999.0,ajhines,[],{'override_active': 'false'},nfl,hines,22118.0,,,,#ajhines-NFL-FA,,,,aj,,,,,a.j. hines
5160,A.J. Howard,A.J.,Howard,SS,,,['DB'],True,Active,26.0,71,203.0,Appalachian State,4.0,,,,,,,,,1995-12-23,,1584496517555.0,31306.0,,,39.0,,bfaf12ae-0199-4956-9ae7-d8a1dbfdfcd2,9999999.0,ajhoward,[],{'channel_id': '1116853063580123136'},nfl,howard,20087.0,,Harris County (GA),,#ajhoward-NFL-FA-39,,00-0034476,3123667.0,aj,13212.0,,,,a.j. howard
4912,A.J. Hughes,A.J.,Hughes,P,,,['P'],True,Active,28.0,72,198.0,Virginia Tech,5.0,,,,,,,,,1993-12-07,,,30090.0,,,0.0,,06c0d2b3-078f-46f9-86b7-fa5dfe038b75,9999999.0,ajhughes,[],"{'channel_id': '1116853039081193472', 'injury_override_regular_2020_5': 'Active'}",nfl,hughes,18871.0,,Terre Haute North Vigo,,#ajhughes-NFL-FA-0,,,,aj,11748.0,,,,a.j. hughes
4732,A.J. Jefferson,A.J.,Jefferson,DE,,,['DL'],True,Active,28.0,75,280.0,Mississippi State,5.0,,,,,,,,,1993-03-03,,,30878.0,,,69.0,,311e9ae6-aa98-4b19-a949-dd787a04633a,9999999.0,ajjefferson,[],{'channel_id': '1116853014129278976'},nfl,jefferson,19646.0,,North Pike (MS),,#ajjefferson-NFL-FA-69,,,2971380.0,aj,12266.0,,,,a.j. jefferson
1547,A.J. Klein,A.J.,Klein,LB,,,['LB'],True,Active,32.0,73,240.0,Iowa State,11.0,,,,,,,,,1991-07-30,,1722382233850.0,26771.0,,,52.0,8558.0,9342eba6-e307-4c55-a0f7-993518dd4415,9999999.0,ajklein,[],"{'channel_id': '1116852744645246976', 'rookie_year': '2013'}",nfl,klein,15186.0,699FB8870036,Kimberly (WI),,#ajklein-NFL-FA-52,,00-0030463,15964.0,aj,8942.0,511218.0,,,a.j. klein
5662,A.J. Moore,A.J.,Moore,DB,,,['DB'],True,Active,27.0,71,200.0,Ole Miss,5.0,,,,,,,,,1995-12-15,,1692567060046.0,31652.0,,,20.0,,f9ae156c-f690-401f-b964-34b0ff6187f9,9999999.0,ajmoore,[],{'channel_id': '1116853140402995200'},nfl,moore,20513.0,,Bassfield (MS),,#ajmoore-NFL-FA-20,,00-0034594,3128746.0,aj,13189.0,837936.0,,,a.j. moore
6664,A.J. Ouellette,A.J.,Ouellette,RB,,,['RB'],True,Active,26.0,69,209.0,Ohio,3.0,,,,,,,,,1995-07-20,,1564432515445.0,32597.0,,,1.0,,35d4b581-a090-4e15-be33-140485a8fb1d,9999999.0,ajouellette,[],{'channel_id': '1116853288680030208'},nfl,ouellette,21571.0,,Covington,,#ajouellette-NFL-FA-1,, 00-0035583,3126072.0,aj,14299.0,,837554.0,,a.j. ouellette
6373,A.J. Richardson,A.J.,Richardson,WR,,,['WR'],True,Active,26.0,72,212.0,Boise State,3.0,,,,,,,,,1995-06-02,,1630344935604.0,32159.0,,,0.0,,3ad7f1fa-2389-4cea-94a1-28c5479ca542,9999999.0,ajrichardson,[],{'channel_id': '1116853240600723456'},nfl,richardson,21318.0,,Narbonne (CA),,#ajrichardson-NFL-FA-0,, 00-0035491,3124369.0,aj,14043.0,824132.0,824132.0,,a.j. richardson
7918,A.J. Rose,A.J.,Rose,RB,,,['RB'],True,Active,24.0,73,212.0,Kentucky,1.0,,,,,,,,,1997-10-14,,1661021115529.0,,,,24.0,,aa9c3e2b-711b-44ed-9cb3-0fbed3f2fead,311.0,ajrose,[],{'channel_id': '1116853435631665152'},nfl,rose,,,Garfield Heights (OH),,#ajrose-NFL-FA-24,,,,aj,15350.0,920059.0,,,a.j. rose
2558,A.J. Tarpley,A.J.,Tarpley,LB,,,['LB'],False,Inactive,28.0,"6'2""",242.0,Stanford,5.0,,,,,,,,,1992-04-30,,,28777.0,,,59.0,10661.0,96cb3af6-8fa5-4743-9813-e6982690b860,9999999.0,ajtarpley,[],,nfl,tarpley,17019.0,,Wayzata,,#ajtarpley-NFL-FA-59,,,2517788.0,aj,10672.0,,,,a.j. tarpley
6836,A.J. Terrell,A.J.,Terrell,CB,ATL,,['DB'],True,Active,26.0,73,200.0,Clemson,5.0,,,,,,,,,1998-09-23,,1752542426456.0,32686.0,,,24.0,,1eae2610-be1d-4f53-82a2-28cf4a2db352,1047.0,ajterrell,[],"{'channel_id': '1113708858301247489', 'rookie_year': '2020'}",nfl,terrell,22075.0,D4041553FB3B,Westlake (GA),1.0,#ajterrell-NFL-ATL-24,RCB,,4239995.0,aj,14526.0,978581.0,,,a.j. terrell
8719,A.J. Thomas,A.J.,Thomas,DB,,,['DB'],True,Active,24.0,74,215.0,Western Michigan,2.0,,,,,,,,,1999-09-18,,1673229060675.0,,,,35.0,,832deb10-cfa9-11ec-a024-8f80a1cdd928,9999999.0,ajthomas,[],"{'channel_id': '1116853519823929344', 'rookie_year': '2022'}",nfl,thomas,,06EC0A2D2EA2,University of Detroit Jesuit (MI),,#ajthomas-NFL-FA-35,,,,aj,16465.0,1062907.0,,,a.j. thomas
11935,A.J. Woods,A.J.,Woods,CB,PHI,,['DB'],True,Active,24.0,69,186.0,Pittsburgh,1.0,,,,,,,,,2001-03-28,,1756165806567.0,,,,39.0,,93c05980-0658-11ef-909c-d744eed76b9a,635.0,ajwoods,[],"{'channel_id': '1113708698879946752', 'rookie_year': '2024'}",nfl,woods,,5C88934DCBE3,Northwest (MD),,#ajwoods-NFL-PHI-39,,,,aj,18159.0,1176740.0,,,a.j. woods
1011,A.Q. Shipley,A.Q.,Shipley,C,,,['OL'],True,Inactive,35.0,73,307.0,Penn State,13.0,,,,,,,,,1986-05-22,,1606581332662.0,9490.0,,,62.0,,f7163bae-d4da-4d38-847e-e0315605b9d0,9999999.0,aqshipley,[],{'channel_id': '1116852638529355776'},nfl,shipley,13610.0,,Moon Area (PA),,#aqshipley-NFL-FA-62,,00-0026950,12726.0,aq,6215.0,,,,a.q. shipley
6580,A.T. Hall,A.T.,Hall,OT,,,['OL'],True,Active,25.0,76,303.0,Stanford,3.0,,,,,,,,,1996-01-26,,1628274942843.0,32423.0,,,73.0,,d5608d99-560e-4026-85cc-4ef79d1f1d27,9999999.0,athall,[],{'channel_id': '1116853274629111808'},nfl,hall,21359.0,,Brophy,,#athall-NFL-FA-73,, 00-0035517,3117248.0,at,14202.0,,,,a.t. hall
10863,A.T. Perry,A.T.,Perry,WR,DEN,,['WR'],True,Active,25.0,77,205.0,Wake Forest,2.0,,,,,,,,,1999-10-26,,1755039346862.0,,,,87.0,,f6986d22-e3bb-4509-9309-90d92c01437a,419.0,atperry,[],"{'channel_id': '1113708688666816512', 'rookie_year': '2023'}",nfl,perry,,399AF41AE0BF,Park Vista Community (FL),5.0,#atperry-NFL-DEN-87,SWR,,,at,16802.0,1109758.0,,,a.t. perry
8505,AJ Arcuri,AJ,Arcuri,OT,LAR,,['OT'],True,Active,28.0,79,308.0,Michigan State,3.0,,,,,,,,,1997-08-13,,1651363520583.0,,,,61.0,,bc46a1be-5ac8-4f79-85ba-dec00a488c73,9999999.0,ajarcuri,[],"{'channel_id': '1113708705301426176', 'rookie_year': '2022'}",nfl,arcuri,,7995FCE4A3AC,Olehtangy Liberty (OH),,#ajarcuri-NFL-LAR-61,OL,,,aj,16299.0,943171.0,,,aj arcuri
11603,AJ Barner,AJ,Barner,TE,SEA,,['TE'],True,Active,23.0,78,251.0,Michigan,1.0,,,,,,,,,2002-05-03,,1755323709074.0,,,,88.0,,e96127b4-d381-43d4-b0ae-8790c706756f,331.0,ajbarner,[],"{'channel_id': '1113708726197448704', 'rookie_year': '2024'}",nfl,barner,,C8EAB5A7513D,Aurora (OH),2.0,#ajbarner-NFL-SEA-88,TE,,,aj,17811.0,1229503.0,,,aj barner
6555,AJ Cole,AJ,Cole,P,LV,,['P'],True,Active,29.0,76,220.0,North Carolina State,6.0,,,,,,,,,1995-11-27,,1748302547274.0,32386.0,,,6.0,,36f93677-a95b-4362-ac5f-6722f5c05b6d,9999999.0,ajcole,[],"{'channel_id': '1113708768736079872', 'rookie_year': '2019'}",nfl,cole,21516.0,8EDC30165915,Woodward Academy (GA),,#ajcole-NFL-LV-6,P, 00-0035190,3686689.0,aj,14171.0,866061.0,,,aj cole
2701,AJ Cruz,AJ,Cruz,WR,,,['WR'],False,Inactive,27.0,"5'9""",195.0,Brown,1.0,,,,,,,,,1991-02-20,,,29161.0,,,81.0,,6339086a-9acb-4796-96f6-8a40041c0178,9999999.0,ajcruz,[],,nfl,cruz,17169.0,,,,#ajcruz-NFL-FA-81,,,2470379.0,aj,10609.0,,521332.0,,aj cruz
11121,AJ Finley,AJ,Finley,DB,SEA,,['DB'],True,Inactive,23.0,72,188.0,Ole Miss,2.0,IR,,Knee,,,,,,2001-09-14,,1754385622146.0,,,,30.0,,08ca7920-e78f-11ed-81d0-c919bd0add9b,9999999.0,ajfinley,[],"{'channel_id': '1113708688952029185', 'rookie_year': '2023'}",nfl,finley,,F1B8212C815F,St. Paul's Episcopal School (AL),,#ajfinley-NFL-SEA-30,DB,,,aj,16993.0,1176768.0,,,aj finley
12334,AJ Forbes,AJ,Forbes,OL,,,['OL'],True,Active,,74,300.0,Montana,0.0,,,,,,,,,,,,,,,,,2caa5bf0-0c94-11ef-bc62-8fc20ec2016b,9999999.0,ajforbes,[],"{'channel_id': '1113708721130729472', 'rookie_year': ''}",nfl,forbes,,,Bellevue West (NE),,#ajforbes-NFL-FA,,,,aj,,,,,aj forbes
12865,AJ Henning,AJ,Henning,WR,MIA,,['WR'],True,Active,23.0,70,192.0,Northwestern,0.0,,,,,,,,,2001-09-09,,1756085450825.0,,,,88.0,,a52b06e0-2441-11f0-a9f9-9516d6719f8f,629.0,ajhenning,[],"{'channel_id': '1222606266476539904', 'rookie_year': '2025'}",nfl,henning,,F8BEFF30CF73AC88,Lincoln-Way East (IL),,#ajhenning-NFL-MIA-88,,,,aj,18447.0,,,,aj henning
1226,AJ Jenkins,AJ,Jenkins,WR,,,['WR'],False,Inactive,27.0,"6'0""",192.0,Illinois,4.0,,,,,,,,,1989-09-30,,,25740.0,,,15.0,,58f2138a-0772-435d-8444-85b35e97172e,9999999.0,ajjenkins,[],,nfl,jenkins,14502.0,,,,#ajjenkins-NFL-FA-15,,,14947.0,aj,,,463947.0,,aj jenkins
1895,AJ McCarron,AJ,McCarron,QB,,,['QB'],True,Active,33.0,75,220.0,Alabama,10.0,,,,,,,,,1990-09-13,,1707938117372.0,27692.0,,,4.0,9290.0,d4b30988-e8c5-4689-8037-f79a0d3c2774,311.0,ajmccarron,[],"{'channel_id': '1116852767063801856', 'rookie_year': '2014'}",nfl,mccarron,16116.0,2515F6F4347B,St. Paul's Episcopal (AL),,#ajmccarron-NFL-FA-4,,00-0031288,16810.0,aj,9319.0,508649.0,508649.0,,aj mccarron
7892,AJ Parker,AJ,Parker,CB,,,['DB'],True,Active,26.0,71,178.0,Kansas State,3.0,,,,,,,,,1998-02-15,,1724117119970.0,,,,37.0,,91fbc46e-2757-4169-bdfb-9a87522cba02,9999999.0,ajparker,[],"{'channel_id': '1116853430351036416', 'rookie_year': '2021'}",nfl,parker,,87D3EF50FD91,Bartlesville (OK),,#ajparker-NFL-FA-37,,,,aj,15762.0,946837.0,,,aj parker
1878,AJ Pataiali'i,AJ,Pataiali'i,DT,,,['DL'],False,Inactive,26.0,"6'3""",307.0,Utah State,1.0,,,,,,,,,1990-09-13,,,27987.0,,,79.0,,380292b7-45f6-4a2b-9901-2ba7e8637a90,9999999.0,ajpataialii,[],,nfl,pataialii,16096.0,,,,#ajpataialii-NFL-FA-79,,,17301.0,aj,,,,,aj pataiali'i
4498,Aarion Penton,Aarion,Penton,CB,,,['DB'],True,Active,27.0,70,195.0,Missouri,5.0,,,,,,,,,1994-09-03,,,30375.0,,,34.0,,1f0fd3d6-ad22-4089-b690-54ee4d86139a,9999999.0,aarionpenton,[],{'channel_id': '1116852976971939840'},nfl,penton,19369.0,,Christian Brothers (MO),,#aarionpenton-NFL-FA-34,,,3051859.0,aarion,12314.0,,,,aarion penton
6544,Aaron Adeoye,Aaron,Adeoye,LB,,,"['DL', 'LB']",True,Active,28.0,78,260.0,Southeast Missouri,3.0,,,,,,,,,1993-08-26,,,32387.0,,,0.0,,171e1cf6-8bcc-46f1-8afe-47756967611c,9999999.0,aaronadeoye,[],{'channel_id': '1116853267964362752'},nfl,adeoye,21515.0,,Marion (IL),,#aaronadeoye-NFL-FA-0,, 00-0035136,2579634.0,aaron,14177.0,875479.0,,,aaron adeoye
4683,Aaron Bailey,Aaron,Bailey,QB,BAL,,['QB'],True,Active,,"6'1""",230.0,Northern Iowa,1.0,,,,,,,,,,,,30845.0,,,8.0,,,9999999.0,aaronbailey,[],{'channel_id': '1116853005644201984'},nfl,bailey,19584.0,,,4.0,#aaronbailey-NFL-BAL-8,QB,,3042451.0,aaron,12297.0,,,,aaron bailey
7654,Aaron Banks,Aaron,Banks,OL,GB,,['OG'],True,Active,27.0,77,325.0,Notre Dame,4.0,Questionable,,Back,,,,,,1997-09-03,,1755562535376.0,,,,65.0,,848e4531-e43d-4ae1-a2d8-e0d258fb2c93,9999999.0,aaronbanks,[],"{'channel_id': '1113708877305638912', 'rookie_year': '2021'}",nfl,banks,,58528E9A72E6,El Cerrito (CA),,#aaronbanks-NFL-GB-65,OL,,,aaron,15488.0,978105.0,,,aaron banks
12049,Aaron Beasley,Aaron,Beasley,LB,,,['LB'],True,Active,,73,225.0,Tennessee,1.0,,,,,,,,,,,,,,,,,a0f889e0-0722-11ef-bac4-edb74a93c55c,9999999.0,aaronbeasley,[],"{'channel_id': '1113708723978661888', 'rookie_year': '2024'}",nfl,beasley,,36E20D38D90CF77C,Heard County (GA),,#aaronbeasley-NFL-FA,,,,aaron,18439.0,1172076.0,,,aaron beasley
7440,Aaron Brewer,Aaron,Brewer,OL,MIA,,['OL'],True,Active,27.0,73,295.0,Texas State,5.0,,,,,,,,,1997-10-28,,1756090851432.0,33338.0,,,55.0,,2a41d03d-aec1-4821-a241-6fbe1878d3fd,9999999.0,aaronbrewer,[],"{'channel_id': '1113708736238612480', 'rookie_year': '2020'}",nfl,brewer,22419.0,E1C6CF8263C2,Skyline (TX),,#aaronbrewer-NFL-MIA-55,OL,,4040537.0,aaron,14897.0,914021.0,,,aaron brewer
12330,Aaron Brule,Aaron,Brule,LB,,,['LB'],True,Active,24.0,74,240.0,Michigan State,1.0,,,,,,,,,2000-05-15,,,,,,,,dba9ffb0-0c90-11ef-a9e4-b5db5cce3eb4,9999999.0,aaronbrule,[],"{'channel_id': '1113708687765041152', 'rookie_year': '2024'}",nfl,brule,,,Archbishop Rummel (LA),,#aaronbrule-NFL-FA,,,,aaron,,,,,aaron brule
3368,Aaron Burbridge,Aaron,Burbridge,WR,,,['WR'],False,Inactive,28.0,73,208.0,Michigan State,6.0,,,,,,,,,1993-12-23,,1563425454237.0,29447.0,,,13.0,,fcf3d16b-4cfa-4fd4-87c6-979b5a43c36f,9999999.0,aaronburbridge,[],,nfl,burbridge,18129.0,,Harrison (MI),,#aaronburbridge-NFL-FA-13,,00-0032441,2979533.0,aaron,10927.0,,696157.0,,aaron burbridge
12060,Aaron Casey,Aaron,Casey,LB,,,['LB'],True,Active,24.0,73,231.0,Indiana,1.0,,,,,,,,,2000-06-12,,,,,,,,5e12b250-0726-11ef-bb4c-6dabf2833ffc,9999999.0,aaroncasey,[],"{'channel_id': '1113708805272662016', 'rookie_year': '2024'}",nfl,casey,,85DD2E3E39D0,Alexander (GA),,#aaroncasey-NFL-FA,,,,aaron,17960.0,1126262.0,,,aaron casey
1982,Aaron Colvin,Aaron,Colvin,CB,,,['DB'],True,Active,30.0,72,191.0,Oklahoma,8.0,,,,,,,,,1991-10-02,,1599351058114.0,27642.0,,,34.0,9348.0,76c630cf-0fd3-4210-a73d-9347da9d9d66,9999999.0,aaroncolvin,[],{'channel_id': '1116852771618816000'},nfl,colvin,16249.0,,Owasso (OK),,#aaroncolvin-NFL-FA-34,,00-0031259,16900.0,aaron,9337.0,,542873.0,,aaron colvin
7194,Aaron Crawford,Aaron,Crawford,DT,,,['DL'],True,Active,25.0,73,319.0,North Carolina,3.0,,,,,,,,,1997-11-04,,1671663304583.0,33008.0,,,99.0,,1c1c956f-0f4c-4b22-98f2-6bbbd5e4a504,9999999.0,aaroncrawford,[],{'channel_id': '1116853347261874176'},nfl,crawford,22196.0,,Stone Bridge (VA),,#aaroncrawford-NFL-FA-99,,,3895837.0,aaron,15140.0,866051.0,,,aaron crawford
5177,Aaron Davis,Aaron,Davis,SS,,,['DB'],True,Active,27.0,73,195.0,Georgia,4.0,,,,,,,,,1994-10-18,,1529019301463.0,31550.0,,,0.0,,c6c82ca9-bdb5-4ee2-be40-97bcfaf580af,9999999.0,aarondavis,[],{'channel_id': '1116853066105094144'},nfl,davis,20172.0,,Luella,,#aarondavis-NFL-FA-0,,,3115259.0,aaron,13274.0,,,,aaron davis
1365,Aaron Dobson,Aaron,Dobson,WR,,,['WR'],False,Injured Reserve,29.0,"6'3""",205.0,Marshall,7.0,,,,,,,,,1991-07-23,,,26682.0,,,83.0,8479.0,ac673b16-3268-43df-a521-4dfd864698cc,9999999.0,aarondobson,[],,nfl,dobson,14886.0,,South Charleston (WV),,#aarondobson-NFL-FA-83,,,15834.0,aaron,8795.0,,512627.0,,aaron dobson
2227,Aaron Donald,Aaron,Donald,DT,,,['DL'],True,Active,32.0,73,280.0,Pittsburgh,10.0,,,,,,,,,1991-05-23,,1722030343851.0,27541.0,,,99.0,9356.0,8bb5c7ef-e7be-4015-8874-2f0982286acc,200.0,aarondonald,[],"{'channel_id': '1116852787238404096', 'rookie_year': '2014'}",nfl,donald,16618.0,A52CB8FA55E6,Penn Hills (PA),,#aarondonald-NFL-FA-99,,00-0031388,16716.0,aaron,9391.0,553982.0,,,aaron donald
8032,Aaron Donkor,Aaron,Donkor,LB,,,['LB'],True,Active,27.0,73,240.0,Arkansas State,2.0,,,,,,,,,1995-03-21,,,,,,43.0,,f87e26bb-155d-47a5-b444-6196129e84a0,9999999.0,aarondonkor,[],{'channel_id': '1116853454384398336'},nfl,donkor,,,,,#aarondonkor-NFL-FA-43,,,,aaron,15750.0,1167072.0,,,aaron donkor
11548,Aaron Dykes,Aaron,Dykes,RB,,,['RB'],True,Active,,71,202.0,Richmond,1.0,,,,,,,,,,,1693347010221.0,,,,46.0,,44cfee00-3d11-11ee-8dfa-e73a7adb44b8,297.0,aarondykes,[],{'channel_id': '1116852702656069632'},nfl,dykes,,,Hardin Valley Academy (TN),,#aarondykes-NFL-FA-46,,,,aaron,17661.0,1112716.0,,,aaron dykes
3844,Aaron Epps,Aaron,Epps,OT,,,['OL'],True,Active,32.0,79,288.0,Louisville,9.0,,,,,,,,,1992-11-16,,,29971.0,,,0.0,,1df94830-23e0-4b69-a209-47cf90d10a98,9999999.0,aaronepps,[],{'rookie_year': '2016'},nfl,epps,18664.0,,Tucker (GA),,#aaronepps-NFL-FA-0,,,,aaron,11271.0,,,,aaron epps
5656,Aaron Evans,Aaron,Evans,G,,,['OL'],True,Active,27.0,78,325.0,Central Florida,4.0,,,,,,,,,1995-01-07,,,31569.0,,,63.0,,93d973b3-06c3-4d22-b7b2-5430f53622d3,9999999.0,aaronevans,[],{'channel_id': '1116853139379585024'},nfl,evans,20543.0,,Armwood,,#aaronevans-NFL-FA-63,,00-0034459,3054041.0,aaron,12668.0,,,,aaron evans
12305,Aaron Frost,Aaron,Frost,OL,,,['OL'],True,Active,,77,310.0,Arizona State,1.0,,,,,,,,,,,,,,,,,446809a0-0c84-11ef-971a-a12c154bee8e,9999999.0,aaronfrost,[],"{'channel_id': '1116852720259563520', 'rookie_year': '2024'}",nfl,frost,,,Long Beach Poly (CA),,#aaronfrost-NFL-FA,,,,aaron,,,,,aaron frost
6967,Aaron Fuller,Aaron,Fuller,WR,,,['WR'],True,Active,24.0,71,188.0,Washington,2.0,,,,,,,,,1997-09-30,,1661945155838.0,33267.0,,,13.0,,df2caa7b-29f4-4391-8ce0-b1b711196379,299.0,aaronfuller,[],{'channel_id': '1116853318476365824'},nfl,fuller,21751.0,,Lovejoy (TX),,#aaronfuller-NFL-FA-13,,,4039000.0,aaron,14638.0,924130.0,,,aaron fuller
3471,Aaron Green,Aaron,Green,RB,,,['RB'],False,Inactive,29.0,71,205.0,Texas Christian,6.0,,,,,,,,,1992-10-15,,1527116701448.0,29715.0,,,36.0,,cd0f8e25-7df1-406c-bfc4-058a435aec3b,9999999.0,aarongreen,[],,nfl,green,18235.0,,Madison (TX),,#aarongreen-NFL-FA-36,,00-0032672,2570994.0,aaron,11012.0,,590808.0,,aaron green
