player_id,full_name,first_name,last_name,position,team,team_abbr,fantasy_positions,active,status,age,height,weight,college,years_exp,injury_status,injury_notes,injury_body_part,practice_description,practice_participation,birth_city,birth_state,birth_country,birth_date,team_changed_at,full_name_clean
2701,AJ Cruz,AJ,Cruz,WR,,,['WR'],False,Inactive,27.0,"5'9""",195.0,Brown,1.0,,,,,,,,,1991-02-20,,aj cruz
11121,AJ Finley,AJ,Finley,DB,SEA,,['DB'],True,Inactive,23.0,72,188.0,Ole Miss,2.0,IR,,Knee,,,,,,2001-09-14,,aj finley
12334,AJ Forbes,AJ,Forbes,OL,,,['OL'],True,Active,,74,300.0,Montana,0.0,,,,,,,,,,,aj forbes
12865,AJ Henning,AJ,Henning,WR,MIA,,['WR'],True,Active,23.0,70,192.0,Northwestern,0.0,,,,,,,,,2001-09-09,,aj henning
1226,AJ Jenkins,AJ,Jenkins,WR,,,['WR'],False,Inactive,27.0,"6'0""",192.0,Illinois,4.0,,,,,,,,,1989-09-30,,aj jenkins
1895,AJ McCarron,AJ,McCarron,QB,,,['QB'],True,Active,33.0,75,220.0,Alabama,10.0,,,,,,,,,1990-09-13,,aj mccarron
7892,AJ Parker,AJ,Parker,CB,,,['DB'],True,Active,26.0,71,178.0,Kansas State,3.0,,,,,,,,,1998-02-15,,aj parker
1878,AJ Pataiali'i,AJ,Pataiali'i,DT,,,['DL'],False,Inactive,26.0,"6'3""",307.0,Utah State,1.0,,,,,,,,,1990-09-13,,aj pataiali'i
4498,Aarion Penton,Aarion,Penton,CB,,,['DB'],True,Active,27.0,70,195.0,Missouri,5.0,,,,,,,,,1994-09-03,,aarion penton
6544,Aaron Adeoye,Aaron,Adeoye,LB,,,"['DL', 'LB']",True,Active,28.0,78,260.0,Southeast Missouri,3.0,,,,,,,,,1993-08-26,,aaron adeoye
4683,Aaron Bailey,Aaron,Bailey,QB,BAL,,['QB'],True,Active,,"6'1""",230.0,Northern Iowa,1.0,,,,,,,,,,,aaron bailey
7654,Aaron Banks,Aaron,Banks,OL,GB,,['OG'],True,Active,27.0,77,325.0,Notre Dame,4.0,Questionable,,Back,,,,,,1997-09-03,,aaron banks
12049,Aaron Beasley,Aaron,Beasley,LB,,,['LB'],True,Active,,73,225.0,Tennessee,1.0,,,,,,,,,,,aaron beasley
7440,Aaron Brewer,Aaron,Brewer,OL,MIA,,['OL'],True,Active,27.0,73,295.0,Texas State,5.0,,,,,,,,,1997-10-28,,aaron brewer
12330,Aaron Brule,Aaron,Brule,LB,,,['LB'],True,Active,24.0,74,240.0,Michigan State,1.0,,,,,,,,,2000-05-15,,aaron brule
3368,Aaron Burbridge,Aaron,Burbridge,WR,,,['WR'],False,Inactive,28.0,73,208.0,Michigan State,6.0,,,,,,,,,1993-12-23,,aaron burbridge
12060,Aaron Casey,Aaron,Casey,LB,,,['LB'],True,Active,24.0,73,231.0,Indiana,1.0,,,,,,,,,2000-06-12,,aaron casey
1982,Aaron Colvin,Aaron,Colvin,CB,,,['DB'],True,Active,30.0,72,191.0,Oklahoma,8.0,,,,,,,,,1991-10-02,,aaron colvin
7194,Aaron Crawford,Aaron,Crawford,DT,,,['DL'],True,Active,25.0,73,319.0,North Carolina,3.0,,,,,,,,,1997-11-04,,aaron crawford
5177,Aaron Davis,Aaron,Davis,SS,,,['DB'],True,Active,27.0,73,195.0,Georgia,4.0,,,,,,,,,1994-10-18,,aaron davis
1365,Aaron Dobson,Aaron,Dobson,WR,,,['WR'],False,Injured Reserve,29.0,"6'3""",205.0,Marshall,7.0,,,,,,,,,1991-07-23,,aaron dobson
2227,Aaron Donald,Aaron,Donald,DT,,,['DL'],True,Active,32.0,73,280.0,Pittsburgh,10.0,,,,,,,,,1991-05-23,,aaron donald
8032,Aaron Donkor,Aaron,Donkor,LB,,,['LB'],True,Active,27.0,73,240.0,Arkansas State,2.0,,,,,,,,,1995-03-21,,aaron donkor
11548,Aaron Dykes,Aaron,Dykes,RB,,,['RB'],True,Active,,71,202.0,Richmond,1.0,,,,,,,,,,,aaron dykes
3844,Aaron Epps,Aaron,Epps,OT,,,['OL'],True,Active,32.0,79,288.0,Louisville,9.0,,,,,,,,,1992-11-16,,aaron epps
5656,Aaron Evans,Aaron,Evans,G,,,['OL'],True,Active,27.0,78,325.0,Central Florida,4.0,,,,,,,,,1995-01-07,,aaron evans
12305,Aaron Frost,Aaron,Frost,OL,,,['OL'],True,Active,,77,310.0,Arizona State,1.0,,,,,,,,,,,aaron frost
6967,Aaron Fuller,Aaron,Fuller,WR,,,['WR'],True,Active,24.0,71,188.0,Washington,2.0,,,,,,,,,1997-09-30,,aaron fuller
3471,Aaron Green,Aaron,Green,RB,,,['RB'],False,Inactive,29.0,71,205.0,Texas Christian,6.0,,,,,,,,,1992-10-15,,aaron green
3149,Aaron Grymes,Aaron,Grymes,CB,,,['DB'],False,Inactive,30.0,71,183.0,Idaho,6.0,,,,,,,,,1991-03-01,,aaron grymes
516,Aaron Hernandez,Aaron,Hernandez,TE,,,['TE'],False,Inactive,29.0,"6'2""",245.0,Florida,9.0,,,,,,,,,1989-11-06,,aaron hernandez
1452,Aaron Hester,Aaron,Hester,CB,,,['DB'],False,Inactive,26.0,"6'2""",207.0,UCLA,1.0,,,,,,,,,1990-09-01,,aaron hester
4199,Aaron Jones,Aaron,Jones,RB,MIN,,['RB'],True,Active,30.0,70,208.0,UTEP,8.0,,,,,,,,,1994-12-02,,aaron jones
5772,Aaron Lacombe,Aaron,Lacombe,WR,,,['WR'],True,Inactive,26.0,75,205.0,California Lutheran,4.0,,,,,,,,,1995-04-06,,aaron lacombe
2259,Aaron Lynch,Aaron,Lynch,LB,,,"['DL', 'LB']",True,Inactive,28.0,77,285.0,South Florida,8.0,,,,,,,,,1993-03-08,,aaron lynch
11289,Aaron Maddox,Aaron,Maddox,DB,,,['DB'],True,Active,25.0,71,203.0,Campbell,1.0,,,,,,,,,1997-10-12,,aaron maddox
6572,Aaron Monteiro,Aaron,Monteiro,OT,,,"['OL', 'OT']",True,Active,26.0,79,320.0,Boston College,4.0,,,,,,,,,1997-03-25,,aaron monteiro
2019,Aaron Murray,Aaron,Murray,QB,,,['QB'],False,Inactive,29.0,"6'1""",210.0,Georgia,6.0,,,,,,,,,1990-11-10,,aaron murray
3631,Aaron Neary,Aaron,Neary,C,,,['OL'],True,Active,29.0,76,301.0,Eastern Washington,6.0,,,,,,,,,1992-11-15,,aaron neary
7091,Aaron Parker,Aaron,Parker,WR,,,['WR'],True,Active,24.0,74,209.0,Rhode Island,2.0,,,,,,,,,1998-05-21,,aaron parker
7519,Aaron Patrick,Aaron,Patrick,DE,,,['DL'],True,Active,26.0,76,245.0,Eastern Kentucky,2.0,,,,,,,,,1996-12-21,,aaron patrick
4384,Aaron Peck,Aaron,Peck,TE,,,['TE'],True,Active,27.0,75,225.0,Fresno State,5.0,,,,,,,,,1994-10-09,,aaron peck
2507,Aaron Ripkowski,Aaron,Ripkowski,FB,,,['RB'],False,Inactive,27.0,"6'1""",246.0,Oklahoma,5.0,,,,,,,,,1992-12-20,,aaron ripkowski
7668,Aaron Robinson,Aaron,Robinson,CB,,,['DB'],True,Active,25.0,73,195.0,UCF,3.0,Questionable,Surgery,Knee - ACL + MCL,,,,,,1998-11-10,,aaron robinson
96,Aaron Rodgers,Aaron,Rodgers,QB,PIT,,['QB'],True,Active,41.0,74,223.0,California,20.0,,,,,,,,,1983-12-02,,aaron rodgers
28,Aaron Ross,Aaron,Ross,CB,,,['DB'],False,Inactive,34.0,"6'0""",197.0,Texas,8.0,,,,,,,,,1982-09-15,,aaron ross
8809,Aaron Shampklin,Aaron,Shampklin,RB,,,['RB'],True,Active,25.0,70,195.0,Harvard,3.0,,,,,,,,,1999-10-18,,aaron shampklin
7512,Aaron Smith,Aaron,Smith,RB,,,['RB'],False,Inactive,,"0'0""",,,5.0,,,,,,,,,,,aaron smith
5668,Aaron Stinnie,Aaron,Stinnie,G,NYG,,"['OG', 'OL']",True,Active,31.0,75,312.0,James Madison,7.0,,,,,,,,,1994-02-18,,aaron stinnie
4487,Aaron Taylor,Aaron,Taylor,S,,,['DB'],True,Active,28.0,71,208.0,Ball State,5.0,,,,,,,,,1993-12-25,,aaron taylor
6242,Aaron Wade,Aaron,Wade,S,,,['DB'],False,Inactive,,,,,0.0,,,,,,,,,,,aaron wade
3377,Aaron Wallace,Aaron,Wallace,OLB,,,['LB'],False,Inactive,28.0,74,242.0,UCLA,6.0,,,,,,,,,1993-07-08,,aaron wallace
800,Aaron Williams,Aaron,Williams,SS,,,['DB'],False,Inactive,30.0,"6'0""",199.0,Texas,9.0,,,,,,,,,1990-04-23,,aaron williams
8080,Aashari Crosswell,Aashari,Crosswell,DB,,,['DB'],True,Active,21.0,72,208.0,Arizona State,1.0,,,,,,,,,2000-08-08,,aashari crosswell
6709,Abdul Beecham,Abdul,Beecham,G,,,['OL'],True,Active,24.0,75,321.0,Kansas State,3.0,,,,,,,,,1997-03-05,,abdul beecham
12574,Abdul Carter,Abdul,Carter,DL,NYG,,"['DL', 'LB']",True,Active,21.0,75,252.0,Penn State,0.0,,,,,,,,,2004-01-02,,abdul carter
5636,Abdullah Anderson,Abdullah,Anderson,DE,,,['DL'],True,Active,29.0,76,295.0,Bucknell,7.0,,,,,,,,,1996-01-24,,abdullah anderson
4687,Abner Logan,Abner,Logan,LB,,,['LB'],True,Active,28.0,73,235.0,"Albany, N.Y.",5.0,,,,,,,,,1993-07-24,,abner logan
2698,Abou Toure,Abou,Toure,RB,,,['RB'],False,Inactive,27.0,"6'2""",231.0,Tennessee-Martin,1.0,,,,,,,,,1991-02-24,,abou toure
11074,Abraham Beauplan,Abraham,Beauplan,LB,,,['LB'],True,Active,25.0,74,235.0,Marshall,2.0,,,,,,,,,2000-02-03,,abraham beauplan
8457,Abraham Lucas,Abraham,Lucas,OL,SEA,,['OL'],True,Active,26.0,78,322.0,Washington State,3.0,,,,,,,,,1998-10-25,,abraham lucas
6675,Abraham Wallace,Abraham,Wallace,FS,,,['DB'],True,Active,25.0,71,190.0,West Alabama,3.0,,,,,,,,,1996-06-09,,abraham wallace
8190,Abram Smith,Abram,Smith,RB,,,['RB'],True,Active,24.0,71,221.0,Baylor,1.0,,,,,,,,,1998-09-14,,abram smith
1663,Abry Jones,Abry,Jones,DT,,,['DL'],True,Injured Reserve,30.0,76,318.0,Georgia,9.0,,,,,,,,,1991-09-08,,abry jones
8877,Abu Daramy-Swaray,Abu,Daramy-Swaray,CB,,,['DB'],True,Active,26.0,69,185.0,Colgate,1.0,,,,,,,,,1996-06-10,,abu daramy-swaray
6187,Aca'Cedric Ware,Aca'Cedric,Ware,RB,,,['RB'],True,Active,24.0,72,205.0,Southern California,3.0,,,,,,,,,1997-06-29,,aca'cedric ware
11492,Ace Eley,Ace,Eley,LB,,,['LB'],True,Active,25.0,75,233.0,Georgia Tech,1.0,,,,,,,,,1998-10-22,,ace eley
1450,Ace Sanders,Ace,Sanders,WR,,,['WR'],False,Inactive,26.0,"5'7""",173.0,South Carolina,3.0,,,,,,,,,1991-11-11,,ace sanders
3709,Adairius Barnes,Adairius,Barnes,CB,,,['DB'],False,Inactive,27.0,71,188.0,Louisiana Tech,6.0,,,,,,,,,1994-04-30,,adairius barnes
3990,Adam Bighill,Adam,Bighill,ILB,,,['LB'],False,Inactive,33.0,70,230.0,Central Washington,5.0,,,,,,,,,1988-10-16,,adam bighill
4260,Adam Bisnowaty,Adam,Bisnowaty,OT,,,['OL'],False,Inactive,28.0,77,310.0,Pittsburgh,5.0,,,,,,,,,1993-12-14,,adam bisnowaty
4415,Adam Butler,Adam,Butler,DT,LV,,['DL'],True,Active,31.0,76,301.0,Vanderbilt,8.0,,,,,,,,,1994-04-12,,adam butler
6491,Adam Choice,Adam,Choice,RB,,,['RB'],True,Active,26.0,69,220.0,Clemson,3.0,,,,,,,,,1995-11-30,,adam choice
8069,Adam Coon,Adam,Coon,G,,,['OL'],True,Inactive,27.0,77,265.0,Michigan,1.0,,,,,,,,,1994-11-14,,adam coon
3033,Adam Drake,Adam,Drake,WR,,,['WR'],False,Inactive,,,,,,,,,,,,,,,,adam drake
3712,Adam Fuehne,Adam,Fuehne,TE,,,['TE'],False,Inactive,25.0,"6'7""",254.0,Southern Illinois,0.0,,,,,,,,,1993-03-23,,adam fuehne
3094,Adam Gase,Adam,Gase,,,,,False,Inactive,,,,,0.0,,,,,,,,,,,adam gase
1168,Adam Gettis,Adam,Gettis,G,,,['OL'],False,Inactive,33.0,75,315.0,Iowa,10.0,,,,,,,,,1988-12-09,,adam gettis
3232,Adam Gotsis,Adam,Gotsis,DE,TB,,['DL'],True,Active,32.0,76,287.0,Georgia Tech,9.0,,,,,,,,,1992-09-23,,adam gotsis
192,Adam Hayward,Adam,Hayward,ILB,,,['LB'],False,Inactive,33.0,"6'1""",240.0,Portland State,10.0,,,,,,,,,1984-06-23,,adam hayward
2822,Adam Humphries,Adam,Humphries,WR,,,['WR'],True,Active,30.0,74,195.0,Clemson,8.0,,,,,,,,,1993-06-24,,adam humphries
657,Adam Jones,Adam,Jones,CB,,,['DB'],False,Injured Reserve,38.0,70,180.0,West Virginia,17.0,,,,,,,,,1983-09-30,,adam jones
4383,Adam Pankey,Adam,Pankey,T,,,"['OL', 'OT']",True,Active,29.0,76,313.0,West Virginia,6.0,,,,,,,,,1994-02-02,,adam pankey
11465,Adam Plant,Adam,Plant,DE,,,['DL'],True,Active,23.0,77,263.0,UNLV,1.0,,,,,,,,,2000-02-11,,adam plant
8025,Adam Prentice,Adam,Prentice,FB,DEN,,['RB'],True,Active,28.0,72,245.0,South Carolina,4.0,,,,,,,,,1997-01-16,,adam prentice
3590,Adam Redmond,Adam,Redmond,C,BAL,,['OL'],True,Active,28.0,78,290.0,Harvard,6.0,,,,,,,,,1993-05-19,,adam redmond
5780,Adam Reth,Adam,Reth,DE,,,['DL'],True,Active,,75,270.0,Northern Iowa,4.0,,,,,,,,,,,adam reth
4085,Adam Shaheen,Adam,Shaheen,TE,,,['TE'],True,Inactive,28.0,79,248.0,Ashland,6.0,,,,,,,,,1994-10-24,,adam shaheen
7167,Adam Shuler,Adam,Shuler,DE,,,['DL'],True,Active,25.0,75,280.0,Florida,2.0,,,,,,,,,1996-12-16,,adam shuler
1689,Adam Thielen,Adam,Thielen,WR,MIN,,['WR'],True,Active,35.0,74,195.0,Minnesota State,12.0,,,,,,,,,1990-08-22,,adam thielen
6869,Adam Trautman,Adam,Trautman,TE,DEN,,['TE'],True,Active,28.0,77,253.0,Dayton,5.0,,,,,,,,,1997-02-05,,adam trautman
120,Adam Vinatieri,Adam,Vinatieri,K,,,['K'],True,Injured Reserve,49.0,72,212.0,South Dakota State,26.0,,,,,,,,,1972-12-28,,adam vinatieri
4768,Adam Zaruba,Adam,Zaruba,TE,,,['TE'],True,Inactive,30.0,77,265.0,Simon Fraser,5.0,,,,,,,,,1991-03-03,,adam zaruba
6228,Adarius Pickett,Adarius,Pickett,SS,,,['DB'],True,Active,25.0,71,198.0,UCLA,3.0,,,,,,,,,1996-09-05,,adarius pickett
5813,Adarius Taylor,Adarius,Taylor,LB,,,['LB'],False,Inactive,27.0,,,Florida Atlantic,0.0,,,,,,,,,1990-09-21,,adarius taylor
12867,Addison West,Addison,West,G,,,['OL'],True,Active,24.0,75,305.0,Western Michigan,0.0,,,,,,,,,2000-12-05,,addison west
5336,Ade Aruna,Ade,Aruna,DE,,,['DL'],True,Active,27.0,77,263.0,Tulane,4.0,,,,,,,,,1994-04-27,,ade aruna
7810,Ade Ogundeji,Ade,Ogundeji,LB,,,['DL'],True,Active,26.0,76,268.0,Notre Dame,3.0,,,,,,,,,1998-10-09,,ade ogundeji
8821,Adedayo Odeleye,Adedayo,Odeleye,DE,DAL,,['DL'],True,Active,27.0,77,283.0,Longsborough (GBR),3.0,,,,,,,,,1997-10-17,,adedayo odeleye
10957,Adetomiwa Adebawore,Adetomiwa,Adebawore,DL,IND,,['DL'],True,Active,24.0,74,282.0,Northwestern,2.0,,,,,,,,,2001-03-04,,adetomiwa adebawore
13104,Adin Huntington,Adin,Huntington,DT,CLE,,['DL'],True,Active,,73,281.0,Tulane,0.0,,,,,,,,,,,adin huntington
11722,Adisa Isaac,Adisa,Isaac,DE,BAL,,['DL'],True,Inactive,23.0,76,253.0,Penn State,1.0,IR,Dislocated,Elbow,,,,,,2001-10-04,,adisa isaac
3249,Adolphus Washington,Adolphus,Washington,DT,,,['DL'],False,Inactive,27.0,76,295.0,Ohio State,6.0,,,,,,,,,1994-11-24,,adolphus washington
11625,Adonai Mitchell,Adonai,Mitchell,WR,IND,,['WR'],True,Active,22.0,74,205.0,Texas,1.0,,,,,,,,,2002-10-08,,adonai mitchell
5767,Adonis Alexander,Adonis,Alexander,DB,NO,,['DB'],False,Inactive,25.0,75,205.0,Virginia Tech,4.0,,,,,,,,,1996-11-07,,adonis alexander
5129,Adonis Jennings,Adonis,Jennings,WR,,,['WR'],True,Active,26.0,75,205.0,Temple,4.0,,,,,,,,,1995-12-31,,adonis jennings
4078,Adoree' Jackson,Adoree',Jackson,DB,PHI,,['DB'],True,Active,29.0,71,185.0,USC,8.0,,,,,,,,,1995-09-18,,adoree' jackson
2445,Adrian Amos,Adrian,Amos,DB,,,['DB'],True,Active,31.0,72,214.0,Penn State,9.0,,,,,,,,,1993-04-29,,adrian amos
961,Adrian Clayborn,Adrian,Clayborn,DE,,,['DL'],True,Active,33.0,75,280.0,Iowa,11.0,,,,,,,,,1988-07-06,,adrian clayborn
4277,Adrian Colbert,Adrian,Colbert,DB,,,['DB'],True,Active,31.0,74,205.0,Miami (FL),8.0,,,,,,,,,1993-10-06,,adrian colbert
2929,Adrian Coxson,Adrian,Coxson,WR,,,['WR'],True,Active,33.0,73,215.0,Stony Brook,10.0,,,,,,,,,1991-08-14,,adrian coxson
7969,Adrian Ealy,Adrian,Ealy,OT,,,['OT'],True,Active,23.0,78,321.0,Oklahoma,1.0,,,,,,,,,1999-08-07,,adrian ealy
11484,Adrian Frye,Adrian,Frye,DB,,,['DB'],True,Active,23.0,72,205.0,Texas Tech,1.0,,,,,,,,,2000-01-21,,adrian frye
2139,Adrian Hubbard,Adrian,Hubbard,OLB,,,['LB'],False,Inactive,25.0,"6'6""",257.0,Alabama,1.0,,,,,,,,,1992-02-27,,adrian hubbard
7093,Adrian Killins,Adrian,Killins,RB,DEN,,['RB'],True,Inactive,24.0,68,164.0,UCF,2.0,,,,,,,,,1998-01-02,,adrian killins
7480,Adrian Magee,Adrian,Magee,OL,,,['OL'],True,Active,25.0,76,343.0,Louisiana State,2.0,,,,,,,,,1996-11-13,,adrian magee
11065,Adrian Martinez,Adrian,Martinez,QB,SF,,['QB'],True,Active,25.0,74,220.0,Kansas State,2.0,,,,,,,,,2000-01-07,,adrian martinez
3534,Adrian McDonald,Adrian,McDonald,SS,,,['DB'],True,Active,27.0,71,205.0,Houston,6.0,,,,,,,,,1994-03-18,,adrian mcdonald
184,Adrian Peterson,Adrian,Peterson,RB,,,['RB'],True,Active,37.0,73,217.0,Oklahoma,15.0,,,,,,,,,1985-03-21,,adrian peterson
2287,Adrian Phillips,Adrian,Phillips,DB,,,"['DB', 'LB']",True,Active,31.0,71,208.0,Texas,10.0,,,,,,,,,1992-03-28,,adrian phillips
1165,Adrien Robinson,Adrien,Robinson,TE,,,['TE'],False,Inactive,29.0,"6'4""",264.0,Cincinnati,4.0,,,,,,,,,1988-09-23,,adrien robinson
12361,Aeneas Dennis,Aeneas,Dennis,QB,,,['QB'],True,Active,,73,200.0,Benedict,1.0,,,,,,,,,,,aeneas dennis
12696,Aeneas Peebles,Aeneas,Peebles,DT,BAL,,['DL'],True,Active,23.0,72,289.0,Virginia Tech,0.0,,,,,,,,,2001-09-03,,aeneas peebles
5739,Afolabi Laguda,Afolabi,Laguda,FS,,,['DB'],True,Active,26.0,73,205.0,Colorado,4.0,,,,,,,,,1995-07-28,,afolabi laguda
4124,Ahkello Witherspoon,Ahkello,Witherspoon,CB,LAR,,['DB'],True,Active,30.0,74,195.0,Colorado,8.0,,,,,,,,,1995-03-21,,ahkello witherspoon
78,Ahmad Bradshaw,Ahmad,Bradshaw,RB,,,['RB'],False,Inactive,34.0,"5'10""",214.0,Marshall,13.0,,,,,,,,,1986-03-19,,ahmad bradshaw
44,Ahmad Brooks,Ahmad,Brooks,LB,,,['LB'],False,Inactive,36.0,"6'3""",259.0,Virginia,14.0,Sus,,,,,,,,1984-03-14,,ahmad brooks
4929,Ahmad Fulwood,Ahmad,Fulwood,WR,,,['WR'],True,Active,,76,208.0,Florida,5.0,,,,,,,,,,,ahmad fulwood
6398,Ahmad Gooden,Ahmad,Gooden,LB,,,['LB'],True,Active,26.0,74,245.0,Samford,3.0,,,,,,,,,1995-10-27,,ahmad gooden
4859,Ahmad Thomas,Ahmad,Thomas,ILB,,,"['DB', 'LB']",True,Active,27.0,72,227.0,Oklahoma,5.0,,,,,,,,,1994-12-15,,ahmad thomas
7228,Ahmad Wagner,Ahmad,Wagner,WR,,,['WR'],True,Inactive,25.0,77,234.0,Kentucky,2.0,,,,,,,,,1996-12-21,,ahmad wagner
12797,Ahmani Marshall,Ahmani,Marshall,RB,CLE,,['RB'],True,Active,,73,225.0,Appalachian State,0.0,,,,,,,,,,,ahmani marshall
11918,Ahmarean Brown,Ahmarean,Brown,WR,,,['WR'],True,Active,24.0,68,170.0,South Carolina,1.0,,,,,,,,,2000-12-19,,ahmarean brown
12706,Ahmed Hassanein,Ahmed,Hassanein,DE,,,['DL'],True,Active,23.0,74,275.0,Boise State,0.0,Questionable,,Lower Leg,,,,,,2002-07-09,,ahmed hassanein
153,Ahtyba Rubin,Ahtyba,Rubin,DT,,,['DL'],False,Inactive,34.0,"6'2""",325.0,Iowa State,12.0,,,,,,,,,1986-07-25,,ahtyba rubin
12292,Aidan Hemphill,Aidan,Hemphill,OL,,,['OL'],True,Active,,77,290.0,Texas Southern,1.0,,,,,,,,,,,aidan hemphill
8289,Aidan Hutchinson,Aidan,Hutchinson,DL,DET,,['DL'],True,Active,25.0,79,268.0,Michigan,3.0,,,,,,,,,2000-08-09,,aidan hutchinson
10866,Aidan O'Connell,Aidan,O'Connell,QB,LV,,['QB'],True,Inactive,26.0,75,206.0,Purdue,2.0,IR,Fracture,Wrist,,,,,,1998-09-01,,aidan o'connell
12080,Aidan Robbins,Aidan,Robbins,RB,,,['RB'],True,Active,24.0,74,237.0,BYU,1.0,,,,,,,,,2000-12-22,,aidan robbins
